directory,scl_file,notes,period,just,limit,description,tones,reference
mailing-lists,qmean.scl,12,1200.0,True,41,41 limit quasi-meantone detempered from 181/311 fifth,33/31 28/25 31/26 49/39 123/92 38/27 184/123 51/32 52/31 25/14 62/33 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_12112.html#12112
mailing-lists,OzYarmanApprox.scl,12,1200.0,True,47,Ozan Yarman's 79-MOS-159ET splendid-beating rat. approx. by Sparschuh,19/18 28/25 25/21 64/51 4/3 45/32 3/2 128/81 42/25 25/14 47/25 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_88448.html#88520
mailing-lists,spars.scl,12,1200.0,True,53,Sparschuh circulating scale,2304/2173 2448/2173 2592/2173 2736/2173 2916/2173 3072/2173 80/53 3456/2173 3648/2173 3888/2173 4104/2173 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_63417.html#63417
mailing-lists,Sparschuh442French.scl,12,1200.0,True,67,Sparschuh's neo-Baroque French @ a=442Hz & C:E:G = 4:5:6,185/176 37/33 39/33 5/4 235/176 247/176 3/2 52/33 37/22 469/264 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_82079.html#82124
mailing-lists,mohaj-bala_213.scl,12,1200.0,True,71,"Parizekmic Mohajira+Bala scale, based on a double Bala sequence",16/15 52/45 71/60 13/10 4/3 64/45 3/2 8/5 26/15 16/9 39/20 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_95448.html#95687
mailing-lists,hammond12.scl,12,1200.0,True,73,"Hammond organ scale, 1/1=277.0731707 Hz, A=440, see hammond.scl for the ratios",5494/5183 1435/1278 5658/4757 984/781 1517/1136 2009/1420 3936/2627 451/284 2747/1633 4428/2485 3485/1846 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_92926.html#93019
mailing-lists,bala_ribbon.scl,12,1200.0,True,83,Parizekmic scale based on a double Bala sequence,25/24 9/8 6/5 13/10 4/3 83/60 3/2 8/5 26/15 9/5 39/20 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_95448.html#95642
mailing-lists,werckmeister3_eb89-l.scl,12,1200.0,True,89,Harmonic equal-beating version of the famous Well Temperament,2225/2112 295/264 6675/5632 441/352 4/3 2225/1584 148/99 2225/1408 147/88 16/9 1323/704 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_90126.html#90126
mailing-lists,PizarroJIapprox.scl,12,1200.0,True,97,"Rational approximation of Mario Pizarro's JI, compiled by A.Sparschuh",18/17 28/25 32/27 5/4 4/3 45/32 3/2 27/17 97/58 16/9 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_82079.html#82095
mailing-lists,Sp_refi_Ki_3.scl,12,1200.0,True,107,Sparschuh's [2010] refined epimoric Kirnberger III variant,256/243 161/144 32/27 5/4 4/3 1025/729 323/216 128/81 107/64 16/9 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_90656.html#91245
mailing-lists,appalachian.scl,12,1200.0,True,107,Synchronous beating quasi-1/4 syntonic comma meantone temperament,4025/3852 3230/2889 128/107 5/4 1288/963 8075/5778 160/107 25/16 1610/963 5168/2889 200/107 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_88078.html#88100
mailing-lists,StanhopeMonochord.scl,12,1200.0,True,113,Stanhope's (1806) monochord string lenghts compiled by A.Sparschuh,120/113 120/107 120/101 120/96 120/90 120/85 120/80 120/75 120/71 120/67 120/64 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_55055.html#87693
mailing-lists,WTPB-24a.scl,12,1200.0,True,127,George Secor's 24-triad proportional-beating well-temperament (24a),256/243 272/243 32/27 304/243 4/3 1024/729 364/243 128/81 2032/1215 16/9 152/81 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13694.html#13733
mailing-lists,Sparschuh12.scl,12,1200.0,True,131,"Sparschuh's old piano @ c""=575Hz & a""=880Hz in 'Septenarian' style",37/35 196/175 208/175 94/75 234/175 148/105 262/175 832/525 176/105 312/175 47/25 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_81042.html#81840
mailing-lists,septenarius_GG49Hz.scl,12,1200.0,True,131,sparschuh's version @ middle-c'=262Hz or a'=440Hz,555/524 147/131 156/131 165/131 175/131 185/131 196/131 208/131 220/131 234/131 247/131 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_69724.html#71269
mailing-lists,sync_beat_11-limit.scl,12,1200.0,True,131,synchronous beating 11-limit scale for C4=264Hz or A4=444Hz,545/524 9/8 615/524 5/4 348/264 11/8 3/2 273/176 37/22 7/4 41/22 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_66384.html#66426
mailing-lists,eleven_eyes_dodecatonics.scl,12,1200.0,True,139,12 subset 5ths out of 53 starting from a'=440Hz,139/132 9/8 625/528 5/4 4/3 371/264 3/2 52/33 5/3 469/264 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_72572.html#72572
mailing-lists,johnson_ratwell.scl,12,1200.0,True,139,a rational well-temperament with five 24/19's,19/18 103/92 32/27 361/288 4/3 38/27 208/139 19/12 129/77 16/9 152/81 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_66654.html#66654
mailing-lists,sep.scl,12,1200.0,True,139,Septanarius scale?,1568/1485 28/25 196/165 49/39 4/3 196/139 196/131 784/495 196/117 98/55 49/26 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_69724.html#69724
mailing-lists,septenarius.scl,12,1200.0,True,139, Septenarius scale ('Werckmeister VI'),98/93 196/176 196/165 49/39 4/3 196/139 196/131 49/31 196/117 98/55 49/26 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_69724.html#69749
mailing-lists,septenarius440Hzmk2.scl,12,1200.0,True,139,TD's septenarius @ middle c'=262Hz or a'=440Hz,278/262 294/262 312/262 330/262 350/262 371/262 393/262 416/262 440/262 468/262 495/262 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_69724.html#71154
mailing-lists,septenarius_tuning_69724_69750.scl,12,1200.0,True,139, Septenarius scale ('Werckmeister VI'),98/93 196/175 196/165 49/39 4/3 196/139 196/131 49/31 196/117 98/55 49/26 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_69724.html#69750
mailing-lists,sparschuch.scl,12,1200.0,True,157,Modified Collatz sequence well-temperament,89/84 47/42 25/21 44/35 4/3 99/70 157/105 667/420 176/105 187/105 66/35 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_12481.html#12494
mailing-lists,sparschuh1999.scl,12,1200.0,True,157,Sparschuh's 1999 interpetation of J.S. Bach's 1722 WTC squiggles,132/125 28/25 297/250 157/125 667/500 176/125 187/125 198/125 42/25 89/50 47/25 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_70052.html#70147
mailing-lists,bailey.scl,12,1200.0,True,191,Rationalized Paul Bailey well temperament,256/243 12224/10935 32/27 13696/10935 4/3 1024/729 16348/10935 128/81 18304/10935 16/9 4096/2187 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13432.html#13670
mailing-lists,raph.scl,12,1200.0,True,191,"Raph recurrent sequence, series Phi17 & Phi93",31/30 191/180 131/120 19/15 59/45 27/20 25/18 73/45 5/3 103/60 53/30 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_93140.html#93157
mailing-lists,SecorWTPB-24d.scl,12,1200.0,True,223,George Secor's 24-triad proportional-beating well-temperament (24d),315/298 167/149 177/149 187/149 199/149 210/149 223/149 236/149 250/149 531/298 280/149 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_76291.html#76484
mailing-lists,ForCarl4.scl,12,1200.0,True,229,,17/16 9/8 153/128 81/64 171/128 91/64 3/2 51/32 27/16 229/128 243/128 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_76237.html#76258
mailing-lists,Sparschuh440Hz.scl,12,1200.0,True,263,"c""526#555 d""589#624 e""658 f""702#740 g""788#832 a""880#936 b""987",555/526 589/526 624/526 658/526 702/526 740/526 788/526 832/526 880/526 936/526 987/526 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_17406.html#17408
mailing-lists,neoSeptenarius.scl,12,1200.0,True,263,a328/329eb2960/2961F#C#G#1664/1665EbBbf1052/1053c1314/1315g5890/5913d1760/1767a,555/526 589/526 312/263 329/263 351/263 370/263 1971/1315 416/263 440/263 468/263 987/526 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_79258.html#79481
mailing-lists,septenarius440Hz.scl,12,1200.0,True,263,sparschuh's septenarius @ middle c'=263Hz or a'=440Hz,278/263 294/263 312/263 330/263 351/263 351/263 393/263 416/263 440/263 468/263 495/263 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_69724.html#71147
mailing-lists,balasept-above.scl,12,1200.0,True,277,5.7.13.15 tuning based on a single Balasept sequence,517/480 277/240 597/480 13/10 4/3 689/480 3/2 53/32 26/15 28/15 39/20 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_95448.html#95642
mailing-lists,balasept-under.scl,12,1200.0,True,277,5.7.13.15.21 tuning based on a single Balasept sequence,21/20 277/240 97/80 13/10 4/3 7/5 3/2 97/60 26/15 28/15 39/20 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_95448.html#95642
mailing-lists,SpOldVienna.scl,12,1200.0,True,281,Sparschuh's 'old-Vienna' classics for abs.pitch A4=421.5Hz [2008],59/56 47/42 531/448 5/4 4/3 59/42 3/2 177/112 281/168 16/9 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_91619.html#91686
mailing-lists,Sp7th_part_SC.scl,12,1200.0,True,283,Sparschuh's epimoric two- and one-7th part of Snytonic-Comma [2010],59/56 47/42 32/27 561/448 4/3 59/42 283/189 128/81 281/168 16/9 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_91619.html#91726
mailing-lists,monzo_sumerian_12edo_simp.scl,12,1200.0,True,283,Monzo - simplified 2-place sexagesimal 12edo approximation,300/283 120/107 120/101 150/119 4/3 75/53 3/2 100/63 180/107 180/101 100/53 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_45318.html#45318
mailing-lists,sparschuh1.scl,12,1200.0,True,283,Sparchuh scale,23/22 283/264 25/22 79/66 14/11 4/3 63/44 50/33 53/33 56/33 59/33 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_14013.html#14022
mailing-lists,Ensemble_almost_JI.scl,12,1200.0,True,313,epimoric Ensemble ~JI @ A4=440Hz by Andreas Sparschuh,2227/2112 37/33 313/264 5/4 4/3 45/32 3/2 835/524 5/3 939/524 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_81352.html#81648
mailing-lists,Horowitz.scl,12,1200.0,True,313,"Leonard G.Horowitz's DMD,MA,MPH,DNM(hon.) scale completed by Sparschuh",2227/2112 9/8 313/264 5/4 4/3 45/32 3/2 835/528 37/22 313/176 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_91766.html#91774
mailing-lists,SpBruckner.scl,12,1200.0,True,313,"Sparschuh's view of Bruckner's ""dissonant 5th""D-A=40/27 in C-major key",2227/2112 9/8 313/264 5/4 4/3 45/32 3/2 835/528 5/3 939/528 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_87455.html#87623
mailing-lists,ProposedVariationOnSparschuh442wideFrench5th.scl,12,1200.0,True,353,"Proposed revision: step 9 (A) at 885/529, 890.9 cents -- Margo Schulter",558/529 592/529 628/529 662/529 706/529 744/529 792/529 837/529 885/529 942/529 992/529 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_77364.html#77852
mailing-lists,Secor5_23STX.scl,12,1200.0,True,353,George Secor's synchronous 5/23-comma temperament extraordinaire,62/59 66/59 559/472 591/472 315/236 331/236 353/236 745/472 395/236 210/118 221/118 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_75816.html#76100
mailing-lists,Sparschuh2009well885Hz.scl,12,1200.0,True,353,"modern pianos with an fusing 3rd: C-E ~+0.654...c ""sharp"" above 5/4",558/529 592/529 2511/2116 1323/1058 706/529 744/529 792/529 837/529 885/529 1883/1058 992/529 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_80377.html#80722
mailing-lists,19otti.scl,12,1200.0,True,383,Tom Dent's 19otti scale,135/128 573/512 19/16 2565/2048 171/128 45/32 383/256 2431/1536 3429/2048 57/32 15/8 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_72601.html#72608
mailing-lists,ForCarl5.scl,12,1200.0,True,383,,271/256 287/256 19/16 161/128 171/128 181/128 383/256 203/128 215/128 57/32 483/256 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_76237.html#76271
mailing-lists,mohaj-bala_443.scl,12,1200.0,True,443,"Parizekmic Mohajira+Bala scale, based on a double Bala sequence",16/15 52/45 443/360 13/10 4/3 64/45 3/2 8/5 26/15 83/45 39/20 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_95448.html#95687
mailing-lists,Pavarotti_438Hz.scl,12,1200.0,True,491,sounds best @ Luciano Pavarotti's own demanded absolute pitch: 438Hz,138/131 293/262 156/131 164/131 175/131 184/131 196/131 415/262 219/131 234/131 491/262 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_19159.html#76811
mailing-lists,meso-iph12.scl,12,1200.0,True,521,Partial Meso-Iph fifth transposition of two Iph fractal series,3008/2783 3072/2783 3184/2783 3440/2783 3712/2783 3936/2783 4168/2783 4608/2783 4864/2783 4960/2783 224/121 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_91501.html#93087
mailing-lists,Bach_Cup.scl,12,1200.0,True,523,Septenarian interpretation of J.S.Bach's cup compiled by A.Sparschuh ,1046/993 1112/993 1176/993 1242/993 1328/993 1396/993 1488/993 1568/993 1662/993 1768/993 1862/993 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_82530.html#82530
mailing-lists,sparschuhPiano.scl,12,1200.0,True,523,from Andreas Sparschuh's violin strings G 296/297 D 295/296 A 294/295 ,558/523 598/523 628/523 1323/1058 706/523 724/523 792/523 837/523 885/523 1883/1058 992/523 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_75816.html#76061
mailing-lists,well_Violin2Piano.scl,12,1200.0,True,523,temper from violin empty strings G 296/297 D 295/296 A 294/295 E ,558/529 598/529 2511/2116 1323/1058 706/529 724/529 792/529 837/529 885/523 1883/1058 992/529 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_75816.html#76113
mailing-lists,Sparschuh2009organ885Hz.scl,12,1200.0,True,557,"for neoBaroque pipe-organs with fusing 3rds C-E, G-B & F-A",557/529 592/529 628/529 1323/1058 1415/1058 1485/1058 792/529 836/529 885/529 943/529 1981/1058 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_80377.html#80719
mailing-lists,septenarianFC_G_D_AEB_Fsharp.scl,12,1200.0,True,563,C 565/567 G 563/565 D 561/563 AEB(560/561)(32768/32805)F#C#G#D#A#BbFC,256/243 563/504 32/27 563/448 4/3 1024/729 565/378 128/81 187/122 16/9 1683/896 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_73833.html#74551
mailing-lists,squiggle_clavichord.scl,12,1200.0,True,599,A559:600E1796:1797H448:449F#C#G#D#1702:1701b852:851F1916:1917C1436:1437G200:201A,504/479 536/479 567/479 599/479 639/479 672/479 718/479 756/479 800/479 851/479 898/479 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_16756.html#16756
mailing-lists,werckmeister3_eb.scl,12,1200.0,True,613,Harmonic equal-beating meta-version of the famous Well Temperament,256/243 21995/19683 32/27 2740/2187 4/3 1024/729 9808/6561 128/81 10960/6561 16/9 1370/729 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_89770.html#89770
mailing-lists,Secor5_23TX_tuning_88708_88894.scl,12,1200.0,True,631,George Secor's synchronous 5/23-comma temperament extraordinaire,62/59 66/59 70/59 591/472 631/472 331/236 353/236 745/472 395/236 631/354 221/118 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_88708.html#88894
mailing-lists,meanqratapprox.scl,12,1200.0,True,647,A very close approximation of quarter-comma meantone,5375/5144 6470/5787 3846/3215 5/4 860/643 16175/11574 1923/1286 25/16 1075/643 10352/5787 9615/5144 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_62920.html#62920
mailing-lists,SecorVRWT-24e.scl,12,1200.0,True,653,"George Secor's 24-triad proportional-beating Victorian rational well-temperament (24e), based on Ellis #2",581/550 28/25 653/550 345/275 367/275 31/22 412/275 871/550 461/275 89/50 47/25 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_84986.html#85138
mailing-lists,SpChoirTone456Hz.scl,12,1200.0,True,683,Sparschuh's [2010] Choir-tone modification of Werckmeister #3,96/91 47/42 108/91 683/546 243/182 128/91 682/455 144/91 152/91 162/91 512/273 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_89066.html#89371
mailing-lists,WTPB-24c.scl,12,1200.0,True,683,George Secor's 24-triad proportional-beating well-temperament (24c),96/91 102/91 108/91 114/91 243/182 182/91 545/364 144/91 305/182 162/91 683/364 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_75816.html#75867
mailing-lists,WTPB-24c_tuning_75816_75910.scl,12,1200.0,True,683,George Secor's 24-triad proportional-beating well-temperament (24c),96/91 102/91 108/91 114/91 243/182 128/91 545/364 144/91 305/182 162/91 683/364 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_75816.html#75910
mailing-lists,gulu-nem.scl,12,1200.0,True,821,5 tones Pelog from a sequence of very low Gulu-nem fifths (about 5/9 of an octave),1/1 1393/1284 1393/1284 2015/1712 2015/1712 2015/1712 473/321 473/321 4105/2568 4105/2568 4105/2568 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_95590.html#95605
mailing-lists,Secor2_11WT.scl,12,1200.0,True,883,George Secor's rational 2/11-comma well-temperament,560/531 2643/2360 70/59 74/59 315/236 2240/1593 883/590 280/177 890/531 105/59 443/236 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_59689.html#66222
mailing-lists,Dent-YN-RWT.scl,12,1200.0,True,887,Tom Dent's Young-Neidhardt well-temperament (rationalized by G. Secor),560/531 2643/2360 70/59 74/59 315/236 1329/944 883/590 280/177 890/531 105/59 887/472 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_75816.html#75910
mailing-lists,synchronous_12.scl,12,1200.0,True,887,Synchronous-beating alternative to 12-ET,373/352 395/352 419/352 887/704 235/176 249/176 527/352 559/352 37/22 157/88 1329/704 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_92926.html#93055
mailing-lists,ef_JI_MiFa.scl,12,1200.0,True,941,Sparschuh's 80:81 inbetween F-C-G-D-A-E and 32768:32805 in E B...Bb F,2790/2463 2960/2463 6275/2463 6615/4926 3524/2463 3720/2463 3960/2463 4185/2463 4425/2463 4705/4700 4960/2463 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_77364.html#77882
mailing-lists,sparschuh885A5.scl,12,1200.0,True,941,SC=80:81 inbetween F~C~G~D~A~E & schisma in E~B_F#_C#_G#~Eb~Bb~F,2790/2643 2960/2643 6275/4926 6615/4926 3524/2643 3720/2643 3960/2643 4185/2643 4425/2643 4705/2643 4960/2643 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_77364.html#77872
mailing-lists,ShiErLue.scl,12,1200.0,True,1019,"Old Chinese 12-tone scale, compiled by A.Sparschuh ",2187/2048 9/8 1968/1683 81/64 1771/1311 729/512 3/2 6561/4096 27/16 5095/3277 243/128 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_81042.html#81797
mailing-lists,WTPB-24b.scl,12,1200.0,True,1019,George Secor's 24-triad proportional-beating well-temperament (24b),256/243 4076/3645 32/27 169/135 4/3 1024/729 202/135 128/81 2033/1215 16/9 6832/3645 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13694.html#13733
mailing-lists,geo.scl,12,1200.0,True,1033,George Secor style circulating temperament,55881/52796 9/8 15660/13199 332913/263980 35235/26398 18660/13199 3/2 83673/52796 88935/52796 23490/13199 372/197 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13432.html#13607
mailing-lists,secor_WT2-11R.scl,12,1200.0,True,1033,"Secor 2/11-comma well-temperament, Gene Ward Smith rational version",6264/5929 33232/29645 105592/88935 5322/4235 39597/29645 8352/5929 31706/21175 9396/5929 9952/5929 52796/29645 55782/29645 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13432.html#13615
mailing-lists,SpaOldPiano.scl,12,1200.0,True,1039,Sparschuh's-Old-Piano in absolute Hertzians and (Cents approximation),693/657 738/657 779/657 822/657 876/657 924/657 984/657 1039/657 1100/657 1168/657 1232/657 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_87455.html#88232
mailing-lists,Secor5_23TX_tuning_87190_87190.scl,12,1200.0,True,1051,George Secor's synchronous 5/23-comma temperament extraordinaire,62/59 66/59 70/59 591/472 315/236 331/236 353/236 745/472 395/236 1051/590 221/118 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_87190.html#87190
mailing-lists,qmeb3.scl,12,1200.0,True,1091,Equal beating quasi-meantone tuning no. 3 - F...A# (1/1 = 262Hz),2197/2096 147/131 9819/8384 1311/1048 877/655 5877/4192 785/524 3281/2096 439/262 1833/1048 1963/1048 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_63369.html#63369
mailing-lists,Sp11eys440Hz.scl,12,1200.0,True,1171,Sparschuh's rational '11-eyes' interpretation of Arnolt Schlick (1511),2772/2631 2944/2631 3120/2631 6585/5262 3516/2631 3696/2631 7875/5262 4160/2631 4400/2631 4684/2631 9855/5262 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_83189.html#87585
mailing-lists,squiggle_harpsichord.scl,12,1200.0,True,1279,A559:600E1796:1797H448:449F#C#G#568:567Eb428:427b640.5:641.5F766.4:767.4C1436:1437G200:201A,504/479 536/479 568/479 599/479 1279/958 672/479 718/479 756/479 800/479 854/479 898/479 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_16756.html#16756
mailing-lists,sparschuhJSBloops440Hz.scl,12,1200.0,True,1483,Sparschuh's 2007 interpretation of J.S. Bach's WTC loops @ 440 cps,1112/1055 1180/1055 1251/1055 1319/1055 1407/1055 1483/1055 1582/1055 1668/1055 1760/1055 3753/2110 1978/1055 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_71865.html#71879
mailing-lists,Sp59limSchismatic.scl,12,1200.0,True,1493,Sparschuh's 59-limit Schisma-decomposition into (945/944)(14337/14336),531/448 141/126 4479/3584 5/4 4/3 177/112 377/224 1539/896 843/448 16/9 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_87190.html#88532
mailing-lists,SpWell420Hz.scl,12,1200.0,True,1493,Sparschuh's almost-JI synchrone-beating well-tuning @ abs.-pitch 420Hz,531/448 47/42 4479/3584 5/4 4/3 177/112 3/2 1539/896 5/3 16/9 15/8 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_88725.html#88754
mailing-lists,circu.scl,12,1200.0,True,1997,A circulating temperament,25250/23829 26684/23829 37875/31772 29840/23829 63769/47658 11190/7943 35636/23829 12625/7943 39940/23829 32737/18330 14920/7943 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13432.html#13655
mailing-lists,slendro_m-mean.scl,12,1200.0,True,2689,Wilson meantone from Bb to F# extended in a Slendro M on black keys,2689/2576 359/322 55/46 803/644 215/161 32/23 481/322 36/23 537/322 288/161 1199/644 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_95158.html#95174
mailing-lists,monzo_sumerian_12edo_2place.scl,12,1200.0,True,2857,Monzo - most accurate 2-place sexagesimal 12edo approximation,1800/1699 1200/1069 1200/1009 3600/2857 1200/899 1800/1273 400/267 100/63 3600/2141 3600/2021 100/53 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_45318.html#45318
mailing-lists,m2scra.scl,12,1200.0,True,3923,Rational approximation to 2/7-comma meantone (1/1 = 262.9333Hz),25/24 19825/17748 11811/9860 19685/15776 1979/1479 49475/35496 5895/3944 49125/31552 6585/3944 35307/19720 58845/31552 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_66080.html#66080
mailing-lists,tapek-ribbon.scl,12,1200.0,True,4273,"Eq-diff ribbon extension of Superpyth, made of two Tapek sequences",1777/1656 627/552 173/138 4273/3312 1465/1104 131/92 104/69 3673/2208 945/552 243/138 1043/552 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_96641.html#96641
mailing-lists,Secor5_23TX.scl,12,1200.0,True,4397,George Secor's rational 5/23-comma temperament extraordinaire,390/371 3321/2968 4397/3710 929/742 2476/1855 8325/5936 555/371 9365/5936 621/371 9904/5565 5559/2968 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_59689.html#66222
mailing-lists,brac.scl,12,1200.0,True,4691,circulating temperament with simple beat ratios,56640/53701 60008/53701 63720/53701 67264/53701 71685/53701 75056/53701 80276/53701 84960/53701 89920/53701 95580/53701 100544/53701 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_60258.html#60258
mailing-lists,wendell1r.scl,12,1200.0,True,5107,Rational version of wendell1.scl by Gene Ward Smith,24000/22729 76460/68187 27000/22729 85600/68187 4/3 32100/22729 102140/68187 36000/22729 114400/68187 40500/22729 42800/22729 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_59689.html#61735
mailing-lists,well1.scl,12,1200.0,True,15287,First well-temperament,28800/27307 30574/27307 32400/27307 4885/3901 36450/27307 38400/27307 5841/3901 43200/27307 45715/27307 48600/27307 51200/27307 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13432.html#13671
mailing-lists,secorte08.scl,12,1200.0,True,28591,"George Secor extraordinare temperament, rationalized version",5075/4824 75/67 28591/24120 2015/1608 805/603 5075/3618 401/268 5075/3216 1010/603 3220/1809 15/8 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_59689.html#62475
mailing-lists,secorteo4.scl,12,1200.0,True,31721,rational version of secor_TEO4,17848/16965 10544/9425 4022/3393 106208/84825 566029/424125 71392/50895 126884/84825 8924/5655 141904/84825 2264116/1272375 158872/84825 2,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_59689.html#62013
mailing-lists,well2.scl,12,1200.0,True,38303,Second well-temperament,24000/22759 76606/68277 27000/22759 28480/22759 30375/22759 32000/22759 34101/22759 36000/22759 38080/22759 40500/22759 128000/68277 2,https://yahootuninggroupsultimatebackup.github.io/tuning-math/topicId_13432.html#13671
mailing-lists,Secor-VRWT.scl,12,1200.0,True,54419,George Secor's Victorian rational well-temperament (based on Ellis #2),545/516 6071/5418 707447/595980 755/602 30118/22575 30535/21672 451/301 34315/21672 1514/903 2755/1548 20365/10836 2/1,https://yahootuninggroupsultimatebackup.github.io/tuning/topicId_59689.html#66329
